cell,longtitude,latitude
71396,-112.0740373,33.4483771
36687,-112.0740373,33.4493771
73138,-112.0740373,33.4483771
41588,-112.0740373,33.4493771
27621,-112.0740373,33.4483771
2090,-112.0740373,33.4493771
37677,-112.0740373,33.4483771
27677,-112.0740373,33.4493771
97774,-112.0740373,33.4483771
106280,-112.0740373,33.4493771
64025,-112.0740373,33.4483771
43402,-112.0740373,33.4493771
41642,-112.0740373,33.4483771
3417,-112.0740373,33.4493771
13365,-112.0740373,33.4483771
77088,-112.0740373,33.4493771
79391,-112.0740373,33.4483771
52919,-112.0740373,33.4493771
63756,-112.0740373,33.4483771
8983,-112.0740373,33.4493771
9940,-112.0740373,33.4483771
102220,-112.0740373,33.4493771
16108,-112.0740373,33.4483771
89251,-112.0740373,33.4493771
41768,-112.0740373,33.4483771
5465,-112.0740373,33.4493771
70581,-112.0740373,33.4483771
65587,-112.0740373,33.4493771
4295,-112.0740373,33.4483771
37382,-112.0740373,33.4493771
4472,-112.0740373,33.4483771
29604,-112.0740373,33.4493771
2519,-112.0740373,33.4483771
16119,-112.0740373,33.4493771
42593,-112.0740373,33.4483771
104834,-112.0740373,33.4493771
23114,-112.0740373,33.4483771
79394,-112.0740373,33.4493771
33699,-112.0740373,33.4483771
98127,-112.0740373,33.4493771
26396,-112.0740373,33.4483771
74722,-112.0740373,33.4493771
98558,-112.0740373,33.4483771
20525,-112.0740373,33.4493771
17812,-112.0740373,33.4483771
104942,-112.0740373,33.4493771
88928,-112.0740373,33.4483771
8014,-112.0740373,33.4493771
106663,-112.0740373,33.4483771
52667,-112.0740373,33.4493771
105002,-112.0740373,33.4483771
7064,-112.0740373,33.4493771
92800,-112.0740373,33.4483771
77830,-112.0740373,33.4493771
7955,-112.0740373,33.4483771
17153,-112.0740373,33.4493771
100383,-112.0740373,33.4483771
17472,-112.0740373,33.4493771
48907,-112.0740373,33.4483771
49697,-112.0740373,33.4493771
41156,-112.0740373,33.4483771
103851,-112.0740373,33.4493771
30804,-112.0740373,33.4483771
52547,-112.0740373,33.4493771
57666,-112.0740373,33.4483771
91904,-112.0740373,33.4493771
106564,-112.0740373,33.4483771
12816,-112.0740373,33.4493771
91518,-112.0740373,33.4483771
102342,-112.0740373,33.4493771
98700,-112.0740373,33.4483771
53052,-112.0740373,33.4493771
7043,-112.0740373,33.4483771
99746,-112.0740373,33.4493771
86985,-112.0740373,33.4483771
81972,-112.0740373,33.4493771
61658,-112.0740373,33.4483771
33401,-112.0740373,33.4493771
563,-112.0740373,33.4483771
22226,-112.0740373,33.4493771
29358,-112.0740373,33.4483771
78089,-112.0740373,33.4493771
93248,-112.0740373,33.4483771
53396,-112.0740373,33.4493771
62022,-112.0740373,33.4483771
79947,-112.0740373,33.4493771
25533,-112.0740373,33.4483771
75146,-112.0740373,33.4493771
91849,-112.0740373,33.4483771
50703,-112.0740373,33.4493771
39577,-112.0740373,33.4483771
36938,-112.0740373,33.4493771
41614,-112.0740373,33.4483771
16495,-112.0740373,33.4493771
92904,-112.073771,33.448605
84237,-112.065015,33.449446
21014,-112.3582136,33.449806
92693,-112.264914,33.450295
13522,-112.074042,33.450847
85109,-112.037898,33.452855
70908,-112.06237,33.453005
88337,-112.325412,33.454035
107282,-112.073549,33.457643
105158,-112.318184,33.4585
63724,-111.747036,33.458721
49107,-111.816421,33.459156
76372,-112.003434,33.460086
5206,-112.082041,33.460433
23190,-111.98632,33.460541
29028,-112.360451,33.461491
11422,-112.092244,33.461599
65426,-112.024434,33.46259
64034,-111.981656,33.463077
52180,-111.911461,33.464386
24350,-112.053535,33.469669
33965,-111.990718,33.471465
88609,-111.675615,33.472854
1906,-112.0251518,33.4742935
32573,-112.223444,33.475851
34494,-111.984876,33.477912
45054,-112.065793,33.477913
10735,-111.916529,33.479338
22952,-112.255686,33.481044
93790,-111.969918,33.482516
88950,-112.017093,33.48392
55891,-112.086287,33.486036
47432,-111.89327,33.4902
68349,-112.02388,33.492681
62202,-111.932413,33.49321
30655,-112.360879,33.49345
28801,-111.921219,33.49398
31822,-111.920694,33.494
96649,-111.920694,33.495
87444,-111.920694,33.494
27408,-111.920694,33.495
55192,-111.920694,33.494
31200,-111.920694,33.495
96122,-111.920694,33.494
11594,-111.920694,33.495
1278,-111.920694,33.494
12078,-111.920694,33.495
93205,-111.920694,33.494
60469,-111.920694,33.495
40697,-111.920694,33.494
101910,-111.920694,33.495
101014,-111.920694,33.494
13321,-111.920694,33.495
56252,-111.920694,33.494
45875,-111.920694,33.495
88653,-111.920694,33.494
7948,-111.920694,33.495
55145,-111.920694,33.494
45942,-111.920694,33.495
3794,-111.920694,33.494
73749,-111.920694,33.495
18132,-111.920694,33.494
50875,-111.920694,33.495
55753,-111.920694,33.494
81694,-111.920694,33.495
43986,-111.920694,33.494
24437,-111.920694,33.495
10150,-111.920694,33.494
43214,-111.920694,33.495
78648,-111.920694,33.494
22003,-111.920694,33.495
44464,-111.920694,33.494
12265,-111.920694,33.495
22788,-111.920694,33.494
2995,-111.920694,33.495
62939,-111.920694,33.494
40206,-111.920694,33.495
56295,-111.920694,33.494
74538,-111.920694,33.495
27278,-111.920694,33.494
67024,-111.920694,33.495
60950,-111.920694,33.494
96000,-111.920694,33.495
99687,-111.920694,33.494
88971,-111.920694,33.495
50645,-111.920694,33.494
1896,-111.920694,33.495
57162,-111.9260519,33.4941704
4924,-111.9260519,33.4951704
47003,-111.9260519,33.4941704
47611,-111.9260519,33.4951704
88585,-111.9260519,33.4941704
83188,-111.9260519,33.4951704
85448,-111.9260519,33.4941704
23988,-111.9260519,33.4951704
88843,-111.9260519,33.4941704
95601,-111.9260519,33.4951704
21747,-111.9260519,33.4941704
73250,-111.9260519,33.4951704
18059,-111.9260519,33.4941704
35272,-111.9260519,33.4951704
104358,-111.9260519,33.4941704
83932,-111.9260519,33.4951704
105765,-111.9260519,33.4941704
107015,-111.9260519,33.4951704
51646,-111.9260519,33.4941704
42574,-111.9260519,33.4951704
54926,-111.9260519,33.4941704
13479,-111.9260519,33.4951704
35349,-111.9260519,33.4941704
70925,-111.9260519,33.4951704
104405,-111.9260519,33.4941704
87793,-111.9260519,33.4951704
22560,-111.9260519,33.4941704
63206,-111.9260519,33.4951704
3083,-111.9260519,33.4941704
34310,-111.9260519,33.4951704
73685,-111.9260519,33.4941704
10852,-111.9260519,33.4951704
98166,-111.9260519,33.4941704
4554,-111.9260519,33.4951704
5939,-111.9260519,33.4941704
78078,-111.9260519,33.4951704
63249,-111.9260519,33.4941704
1975,-111.9260519,33.4951704
33374,-111.9260519,33.4941704
1854,-111.9260519,33.4951704
1787,-111.9260519,33.4941704
54962,-111.9260519,33.4951704
67237,-111.9260519,33.4941704
71254,-111.9260519,33.4951704
43383,-111.9260519,33.4941704
27116,-111.9260519,33.4951704
67508,-111.9260519,33.4941704
1296,-111.9260519,33.4951704
76112,-111.9260519,33.4941704
56595,-111.9260519,33.4951704
86272,-111.9260519,33.4941704
42522,-111.9260519,33.4951704
101313,-111.9260519,33.4941704
79311,-111.9260519,33.4951704
62035,-111.9260519,33.4941704
52557,-111.9260519,33.4951704
16309,-111.9260519,33.4941704
50404,-111.9260519,33.4951704
89743,-111.9260519,33.4941704
87561,-111.9260519,33.4951704
52774,-111.9260519,33.4941704
43803,-111.9260519,33.4951704
31535,-111.9260519,33.4941704
53749,-111.9260519,33.4951704
19212,-111.9260519,33.4941704
21955,-111.9260519,33.4951704
30559,-111.9260519,33.4941704
59064,-111.9260519,33.4951704
731,-111.9260519,33.4941704
45039,-111.9260519,33.4951704
84524,-111.9260519,33.4941704
66371,-111.9260519,33.4951704
32678,-111.9260519,33.4941704
81005,-111.9260519,33.4951704
87244,-111.9260519,33.4941704
107114,-111.9260519,33.4951704
24725,-111.9260519,33.4941704
79019,-111.9260519,33.4951704
26887,-111.9260519,33.4941704
36272,-111.9260519,33.4951704
82395,-111.9260519,33.4941704
21366,-111.9260519,33.4951704
82218,-111.9260519,33.4941704
58690,-111.9260519,33.4951704
15982,-111.9260519,33.4941704
6361,-111.9260519,33.4951704
16038,-111.9260519,33.4941704
14565,-111.9260519,33.4951704
72372,-111.9260519,33.4941704
31473,-111.9260519,33.4951704
26155,-111.9260519,33.4941704
34811,-111.9260519,33.4951704
95635,-111.9260519,33.4941704
94279,-111.9260519,33.4951704
98184,-111.9260519,33.4941704
90693,-111.9260519,33.4951704
96112,-111.9260519,33.4941704
75517,-111.9260519,33.4951704
26052,-111.9260519,33.4941704
95556,-111.9260519,33.4951704
103497,-111.9260519,33.4941704
67746,-111.9260519,33.4951704
98605,-111.9260519,33.4941704
30603,-111.9260519,33.4951704
12956,-111.9260519,33.4941704
24158,-111.9260519,33.4951704
51268,-111.9260519,33.4941704
50587,-111.9260519,33.4951704
2816,-111.9260519,33.4941704
13855,-111.9260519,33.4951704
51556,-111.9260519,33.4941704
102383,-111.9260519,33.4951704
28579,-111.9260519,33.4941704
87137,-111.9260519,33.4951704
92262,-111.9260519,33.4941704
22006,-111.9260519,33.4951704
93532,-111.9260519,33.4941704
35165,-111.9260519,33.4951704
63507,-111.9260519,33.4941704
25708,-111.9260519,33.4951704
35346,-111.9260519,33.4941704
3987,-111.9260519,33.4951704
69698,-111.9260519,33.4941704
103147,-111.9260519,33.4951704
53538,-111.9260519,33.4941704
91048,-111.9260519,33.4951704
46657,-111.9260519,33.4941704
19182,-111.9260519,33.4951704
101318,-111.9260519,33.4941704
18381,-111.9260519,33.4951704
65386,-111.9260519,33.4941704
34659,-111.9260519,33.4951704
10909,-111.9260519,33.4941704
81310,-111.9260519,33.4951704
4566,-111.9260519,33.4941704
42152,-111.9260519,33.4951704
106432,-111.9260519,33.4941704
25439,-111.9260519,33.4951704
48102,-111.9260519,33.4941704
96104,-111.9260519,33.4951704
35497,-111.9260519,33.4941704
72735,-111.9260519,33.4951704
4326,-111.9260519,33.4941704
65743,-111.925636,33.494591
20378,-111.928612,33.494648
45008,-112.080423,33.497757
92098,-111.923691,33.497986
35884,-111.9224398,33.4986286
58334,-111.997299,33.500961
54546,-112.075714,33.501161
24594,-111.922525,33.502359
77695,-111.929715,33.502536
5881,-111.986754,33.506218
64212,-112.03849,33.509239
86307,-112.076454,33.510004
39340,-111.983513,33.515213
20430,-112.104414,33.519165
104485,-112.039483,33.521227
27623,-111.923289,33.52165
54643,-111.930578,33.522195
54267,-112.081329,33.526539
67992,-112.05157,33.527191
15125,-111.940334,33.531105
82845,-111.940334,33.532105
63696,-111.940334,33.531105
7140,-111.940334,33.532105
29490,-111.940334,33.531105
58182,-111.940334,33.532105
78565,-111.940334,33.531105
29204,-111.940334,33.532105
708,-112.172903,33.537934
22297,-112.186279,33.53858
57390,-112.186279,33.53958
88057,-112.186279,33.53858
68716,-112.186279,33.53958
73370,-112.186279,33.53858
3155,-112.186279,33.53958
56283,-112.1859866,33.5386523
24943,-112.1859866,33.5396523
58899,-112.1859866,33.5386523
45107,-112.1859866,33.5396523
54674,-112.1859866,33.5386523
92913,-112.1859866,33.5396523
28458,-112.1859866,33.5386523
19259,-112.1859866,33.5396523
75963,-112.1859866,33.5386523
99879,-112.1859866,33.5396523
94130,-112.1859866,33.5386523
83322,-112.1859866,33.5396523
106054,-112.1859866,33.5386523
73192,-112.1859866,33.5396523
71155,-112.1859866,33.5386523
47715,-112.1859866,33.5396523
105351,-112.1859866,33.5386523
91227,-112.1859866,33.5396523
5561,-112.1859866,33.5386523
69814,-112.1859866,33.5396523
21218,-112.226191,33.538711
41808,-112.347073,33.551573
103202,-111.872667,33.554093
97899,-112.1370601,33.5545153
70999,-111.886488,33.560755
32345,-112.202823,33.571472
32660,-112.022983,33.572485
90791,-111.8578,33.574702
28728,-112.117587,33.575597
63043,-112.240909,33.577314
106351,-112.240909,33.578314
84297,-112.240909,33.577314
29990,-112.240909,33.578314
8164,-112.240909,33.577314
68077,-112.240909,33.578314
10341,-112.240909,33.577314
48545,-112.12042,33.57887
2315,-112.179642,33.578996
29955,-112.142414,33.580502
100764,-112.2373779,33.5805955
28160,-111.926659,33.581542
44627,-111.926757,33.581732
15854,-111.831693,33.586601
90525,-112.218446,33.59233
8406,-112.192365,33.592815
63599,-112.224113,33.594082
41043,-112.20313,33.59651
36234,-112.2718239,33.5975393
17898,-111.92585,33.598057
53326,-111.891042,33.59912
11491,-111.890993,33.599236
96553,-112.008073,33.600666
79923,-112.249495,33.604561
5668,-111.720019,33.60464
66686,-111.989682,33.609922
24941,-112.3246042,33.6130942
90468,-112.3246042,33.6140942
16220,-112.419403,33.613289
19229,-112.419403,33.614289
107520,-111.924273,33.61444
53110,-111.925307,33.614771
2965,-112.367325,33.615025
53365,-112.2445,33.615325
20848,-112.346962,33.617198
9734,-111.951333,33.618967
64424,-112.094394,33.620044
81938,-112.122083,33.622127
51690,-112.365497,33.624498
91386,-111.97715,33.626029
19916,-112.026482,33.626293
94995,-112.052799,33.62989
81240,-112.1513065,33.6320749
41332,-112.235184,33.632151
24397,-112.392855,33.634294
41672,-112.326939,33.63861
93881,-112.326939,33.63961
78936,-112.326939,33.63861
94564,-112.326939,33.63961
13349,-112.326939,33.63861
86176,-112.326939,33.63961
58344,-112.326939,33.63861
7596,-112.326939,33.63961
87269,-112.326939,33.63861
103494,-112.326939,33.63961
87741,-112.326939,33.63861
99998,-112.326939,33.63961
31891,-112.3957576,33.639099
72113,-112.3294,33.641211
38975,-112.008583,33.64151
22719,-112.374199,33.646231
56854,-112.00312,33.648643
81367,-112.009018,33.656509
98835,-111.913415,33.657528
82215,-111.987129,33.657532
81327,-111.888522,33.660003
98231,-111.908104,33.661176
19306,-112.221367,33.661399
60802,-112.012179,33.663298
77777,-112.071165,33.668118
6548,-112.1787896,33.6690037
1755,-111.905238,33.669296
36754,-111.965326,33.670726
78656,-112.001188,33.671183
1092,-111.93454,33.683323
5426,-112.073524,33.683825
75379,-111.960758,33.699063
